id,Column,gender,postcode,longitude,latitude,leeftijd,age,gezondh,verwink,inkbron,opleiding,education,huishouden,family,geslacht,suggestion,remarks,created_at,theme_completed,finished_at,VR1_1,VR1_2,VR1_3,VR1_4,VR1_5,VR1_6,VR1_7,VR1_O,VR3_1,VR3_2,VR3_3,VR3_4,VR3_5,VR3_6,VR3_7,VR3_O,VR4,VR4_O,VR5_1,VR5_2,VR5_3,VR5_4,VR5_5,VR5_6,VR5_7,VR5_O,VR6_1,VR6_2,VR6_3,VR6_4,VR6_5,VR6_6,VR6_7,VR6_O,VR7,VR7_O,VR8,VR8_O,VR9,VR9_O,VR10,VR10_O,VR13_1,VR13_2,VR13_3,VR13_4,VR13_5,VR13_6,VR13_7,VR13_O,VR11,VR11_O,VR12,VR12_O,VR48_1,VR48_2,VR48_3,VR48_4,VR48_5,VR48_6,VR48_7,VR48_O,VR14_1,VR14_2,VR14_3,VR14_4,VR14_5,VR14_6,VR14_7,VR14_O,VR15_1,VR15_2,VR15_3,VR15_4,VR15_5,VR15_6,VR15_7,VR15_O,VR16,VR16_O,VR17,VR17_O,VR18_1,VR18_2,VR18_3,VR18_4,VR18_5,VR18_6,VR18_7,VR18_O,VR19,VR19_O,VR20,VR20_O,VR21_1,VR21_2,VR21_3,VR21_4,VR21_5,VR21_6,VR21_7,VR21_O,VR22_1,VR22_2,VR22_3,VR22_4,VR22_5,VR22_6,VR22_7,VR22_O,VR23,VR23_O,VR24,VR24_O,VR25_1,VR25_2,VR25_3,VR25_4,VR25_5,VR25_6,VR25_8,VR25_O,VR26,VR26_O,VR27,VR27_O,VR28,VR28_O,VR29,VR29_O,VR30,VR30_O,VR32,VR32_O,VR31_1,VR31_2,VR31_3,VR31_4,VR31_5,VR31_6,VR31_7,VR31_O,VR33,VR33_O,VR34_1,VR34_2,VR34_3,VR34_4,VR34_5,VR34_6,VR34_7,VR34_O,VR35,VR35_O,VR36,VR36_O,VR37,VR37_O,VR38,VR38_O,VR39,VR39_O,VR40,VR40_O,VR41_1,VR41_2,VR41_3,VR41_4,VR41_5,VR41_6,VR41_7,VR41_O,VR42,VR42_O,VR43_1,VR43_2,VR43_3,VR43_4,VR43_5,VR43_6,VR43_7,VR43_O,VR44_1,VR44_2,VR44_3,VR44_4,VR44_5,VR44_6,VR44_7,VR44_O,VR45_1,VR45_2,VR45_3,VR45_4,VR45_5,VR45_6,VR45_7,VR45_O,VR46_1,VR46_3,VR46_4,VR46_5,VR46_6,VR46_7,VR46_8,VR46_O,VR47,VR47_O,VR2,VR2_O,VR49,VR49_O,VR50,VR50_O,VR51_1,VR51_2,VR51_3,VR51_4,VR51_5,VR51_6,VR51_7,VR51_O,VR52_1,VR52_2,VR52_3,VR52_4,VR52_5,VR52_O,VR53_1,VR53_2,VR53_3,VR53_4,VR53_5,VR53_6,VR53_7,VR53_O,VR54_1,VR54_2,VR54_3,VR54_4,VR54_5,VR54_6,VR54_7,VR54_O,VR55_1,VR55_2,VR55_3,VR55_4,VR55_5,VR55_6,VR55_7,VR55_O,VR56_1,VR56_2,VR56_3,VR56_4,VR56_5,VR56_6,VR56_7,VR56_O,VR57,VR57_O,VR58,VR58_O,VR59,VR59_O,VR60,VR60_O,VR61_1,VR61_2,VR61_3,VR61_4,VR61_5,VR61_6,VR61_7,VR61_O,VR62_1,VR62_2,VR62_3,VR62_4,VR62_5,VR62_6,VR62_7,VR62_O,VR63,VR63_O,VR64,VR64_O,VR65_1,VR65_2,VR65_3,VR65_4,VR65_5,VR65_6,VR65_7,VR65_O,VR66,VR66_O,VR68,VR68_O,VR69_1,VR69_2,VR69_3,VR69_4,VR69_5,VR69_6,VR69_7,VR69_O,VR67_1,VR67_2,VR67_3,VR67_4,VR67_5,VR67_6,VR67_7,VR67_O,VR70,VR70_O
1680,1478,1,3023ER,4.455163992,51.91215275,56,1961, , , , , , ,,1, , ,24/01/2017 21:25,0, ,,,,,,,, ,,,,,,,, , , ,,,,,,,, ,,,,,,,, , , , , , , , ,Empty,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,, ,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , 
1682,1486,2,3023GB,4.45315834,51.91374554,54,1963, , ,3, , , ,,2, , ,24/01/2017 21:37,1, ,,,,,,,, ,,,,,,,, , , ,,,,,,,, ,,,,,,,, , , , , , , , ,Empty,Vanuit huis,,,"Op een flexibele werkplek, die ik deel met anderen",,,, ,5, ,1, ,,,,,,,, ,,,,,Ik start een eigen bedrijf,Ik maak zo veel mogelijk zelf en ruil spullen met anderen,, ,,,,,"Learning by doing, ik leer het meest in de praktijk",Ik laat me coachen om mijn persoonlijke talenten te ontwikkelen,, ,1, ,5, ,,,Mijn eigen werkplek,Mijn werktijden,,,, ,3, ,1,Als zelfstandig ondernemer die heel veel zelf regelt maar daarbij gebruik maakt van een aantal centrale regelingen die door de centrale en lokale overheid zijn opgesteld. Bijv bepaalde zekerheden omtrent inkomen bij ziekte / invaliditeit e.d.,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , , , , , , , ,1, ,Ouders geven zelf les,,,,,Kinderen gaan gewoon nog naar school,, ,1, ,,Internationale oriâˆ_Â´ntatie en talenkennis,,Creativiteit en kritisch denken,,,, ,4, ,5, ,4, ,4, ,1, ,1,"Investeren in docenten en goede scholen dwz gebouwen, logistiek goed bereikbaar en in elke wijk goede scholen.",,,,,,,, , , ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,, ,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , 
1688,1872,1,3027HD,4.44159931,51.91595539,54,1963,4,5,1,5,5,4,4,1,onderwijs, ,24/01/2017 21:56,1,24/01/2017 22:16,"Meer cultuur en gezelligheid: bibliotheek, theater, horeca",,,,"Meer buitenruimte: parken, speelpleinen",,, ,In grote supermarkten en winkelketens,Ik ga bewust naar kleine winkels in de buurt,,,,Ik bestel direct bij de producent,, ,4, ,,,,,,Met een groep zorg zelf inkopen en delen,"Anders, namelijkâ€_Ã„Â¶", ,,Duurzaam gebouwde woningen,Flexibele woningen die je beter kan aanpassen,Meer variatie aan woningen door zelfbouw en minder regels,,,, ,5, ,4, ,1, ,1,minder auto's en meer variatie in woonvormen met voorzieningen heel dichtbij,Vanuit huis,,,"Op een flexibele werkplek, die ik deel met anderen",,,, ,2, ,4, ,Vrijwilligerswerk,,Mijn hobbies,,,,, ,"Ik ontvang dan een pensioen, uitkering of basisinkomen van de overheid",,,,,,, ,,"Ik leer zelfstandig continu bij, bijvoorbeeld met cursussen of via internet",,,"Learning by doing, ik leer het meest in de praktijk",,, ,3, ,5, ,,,,Mijn werktijden,,Vangnet voor als ik werkloos word,, ,1, ,1, ,Meer parken en speelpleintjes in de buurt,,Meer clubs en verenigingen,,,,, ,"Op een (sport-) club, in een vereniging etc.",,,,Thuis,,, ,1, ,3, ,Meer sport en bewegen,,,Meer buiten spelen,"Meer creatieve activiteiten, zoals muziek, toneel of tekenen",,, ,1, ,3, ,3, ,2, ,1, ,2, ,,,,,,Kinderen gaan gewoon nog naar school,, ,2, ,Sociale competenties en vaardigheden,,,Creativiteit en kritisch denken,,,, ,6, ,3, ,4, ,2, ,1, ,1, ,,,,,Wereldburger,,, ,4, ,,"Theaters, musea",,Bij verenigingen of clubs,,,, ,,Robots die agenten ondersteunen,Intensief camaratoezicht en sensoren,,,,, ,Economie: langer blijven werken,,Onderwijs: vakkennis overdragen aan leerlingen,,,,, ,,,,"Voor wetenschappers, creatieven en kunstenaars, die maken de stad mooier","Voor studenten en jongeren, dat is de toekomst",,, ,3, ,1, ,2, ,1, ,,,,,,,"Anders, namelijk...","ja, zeker wel",,Denk het niet,,,, ,,,,Ik doe vrijwilligerswerk bij een zorginstelling,,Ik vind niet dat de overheid dat mag vragen,, ,Iedereen betaalt mee: verzekering wordt duurder,,Preventie: gezond gedrag belonen,,,,, ,,,,,,Ikzelf,, ,Kinderen vroeg stimuleren om te sporten,,,Bedrijven laten medewerkers sporten onder werktijd,,,, ,4, ,3, ,4, ,1, ,,Kleine dingen die je minder vaak nodig hebt zoals gereedschap,,,,(Woon-)ruimte (voor gasten of een feestje),, ,,,,Ik investeer in duurzame energie,,,"Maak niet uit, energie is dan schoon en gratis", ,4, ,2, ,"Minder consumeren, minder nieuw kopen",Mijn spullen langer blijven gebruiken,Mijn spullen delen met anderen,,,,, ,1, ,4, ,,,Een (electrische) fiets of scooter,Openbaar vervoer,,,, ,Verbod op vervuilers als vrachtverkeer en cruiseschepen,,Subsidie voor duurzame energie thuis,,,Veel extra groen en veel bomen,, ,1, 
1702,1539,2,3023VZ,4.450985423,51.91091728,27,1990,3,5,2,5,5,3,3,2,"Rotterdam is een geweldige stad met al zijn gezichten, culturen, innovatieve ideeÃ«n groot of klein. Als Rotterdam extra investeerd, blijft het een stad om trots op te zijn!", ,24/01/2017 23:26,1,25/01/2017 00:35,"Meer cultuur en gezelligheid: bibliotheek, theater, horeca",,,,"Meer buitenruimte: parken, speelpleinen",,, ,,,,Ik bestel op internet en haal het op bij een ophaalpunt,Ik maak/produceer zoveel mogelijk zelf en koop zo weinig mogelijk,Ik bestel direct bij de producent,, ,4, ,,"Verzorging door vrijwilligers, familie of vrienden",,Met robots en zorg op afstand thuis,,,, ,,,,Meer variatie aan woningen door zelfbouw en minder regels,Grotere woningen,,"Anders, namelijkâ€_Ã„Â¶","Gezinswoningen. 4 slaapkamers. Genoeg voor ouders, 2 kinderen eigen kamer. En een hobby/studeer kamer.",5, ,4, ,4, , ,Empty,,,,,,,"Anders, namelijkâ€_Ã„Â¶",Ik hoop dat in dan al een succesvol creatief bedrijf run waar ik achter sta en 100% in geloof.,1, ,1, ,,Mijn gezin en vrienden,,Zorg voor een famillielid of vriend,,,, ,,,,,Ik start een eigen bedrijf,,, ,Ik volg aanvullende opleidingen,,,,,,, ,1, ,2, ,,,Mijn eigen werkplek,Mijn werktijden,,,, ,2, , , ,,,,,"Meer afgesloten, veilige binnenspeeltuinen",Meer plekken waar ze creatieve talenten kunnen ontwikkelen,, ,,In een buurthuis,,,,,Op straat en in de buurt, ,5, ,1, ,,,,,"Meer creatieve activiteiten, zoals muziek, toneel of tekenen",,"Anders, namelijkâ€_Ã„Â¶.",Persoonlijke ontwikkeling en stimuleren uniekheid van elk kind,4, ,2, ,1, ,2, ,1,Denktank voor kinderen organiseren en echt luisteren waar behoefte aan is.,2, ,,,,,,Kinderen gaan gewoon nog naar school,, ,5, ,,,,Creativiteit en kritisch denken,Hun passie en zelfontplooiing,,, ,1, ,5, ,4, ,2, ,1, ,1,Praktisch onderwijs waar vraag naar is op de arbeidsmarkt. En Misschien een langer opleidingstraject met een verplicht jaar werken. Zodat je met je diploma op zak al 1 jaar werkervaring hebt. En je zo sneller aan de slag kunt op de arbeidsmarkt,,Rotterdammer,,,Wereldburger,,, ,5, ,Cafâˆ_Â©'s en restaurants,"Theaters, musea",,,,,, ,,,,Vrijwilligers: buurtvaders en -moeders,Preventie: jeugdcoaches en voorlichting,,, ,,Opvoeding: van de eigen (klein-)kinderen,,,,Elkaar: zorg voor andere ouderen,, ,,"Voor bedrijven, die zorgen voor werkgelegenheid",,"Voor wetenschappers, creatieven en kunstenaars, die maken de stad mooier",,,, ,4, ,2, ,5, ,1,Meer dingen organiseren waar alle nationaliteiten op afkomen. Leer van elkaar en je wardeert elkaar meer. Samen gevoel. In de ander herken ik stukjes van mijzelf. Dat brengt mensen dichter bij elkaar.  Minder ongelijkheid.,,,Alleen in bijzondere of ernstige gevallen,"Het kost extra geld, dus zo weinig mogelijk",,,, ,,Denk het niet,,,, ,Ik zorg voor eigen familie of vrienden,,Ik doe klusjes en boodschappen voor oudere buren,,,,, ,,,Preventie: gezond gedrag belonen,Controle: door verplichte periodieke gezondheidschecks,,,, ,,"Mijn huisarts, ziekenhuis",,,,Ikzelf,, ,Kinderen vroeg stimuleren om te sporten,,Gratis sportclubs voor iedereen,,,,, ,2, ,4, ,3, , , ,,Kleine dingen die je minder vaak nodig hebt zoals gereedschap,,,,,, ,,,Ik koop energie dan collectief in - dat is goedkoper,,Ik ga zelf energie opwekken met bijvoorbeeld zonnecellen,,, ,2, ,3, ,"Minder consumeren, minder nieuw kopen",Mijn spullen langer blijven gebruiken,,,,,, ,1, ,3, ,,,Een (electrische) fiets of scooter,,,Een eigen hooverboard of segway,, ,Verbod op vervuilers als vrachtverkeer en cruiseschepen,,,,,Veel extra groen en veel bomen,, ,1,"Duurzamer leven, bewuster."
1719,1672,1,3024EZ,4.458929936,51.90304483,40,1977, ,7,7,6,6,5,5,1, , ,25/01/2017 08:01,1, ,,,,,,,"Anders, namelijkâ€_Ã„Â¶", ,,,,,,,"Anders, namelijkâ€_Ã„Â¶", ,8, ,,,,,,,"Anders, namelijkâ€_Ã„Â¶", ,,,,,,,"Anders, namelijkâ€_Ã„Â¶", ,7, ,7, ,3, ,1,Empty,,,,,,,"Anders, namelijkâ€_Ã„Â¶", ,3, ,7, ,,,,,,,, ,,,,,,,"Anders, namelijkâ€_Ã„Â¶", ,,,,,,,"Anders, namelijkâ€_Ã„Â¶", ,3, ,7, ,,,,,,,"Anders, namelijkâ€_Ã„Â¶", ,7, ,1, ,,,,,,,"Anders, namelijkâ€_Ã„Â¶", ,,,,,,"Anders, namelijk",, ,7, ,7, ,,,,,,,"Anders, namelijkâ€_Ã„Â¶.", ,7, ,7, ,6, ,3, ,1, ,5, ,,,,,,,"Anders, namelijkâ€_Ã„Â¶.", ,3, ,,,,,,,"Anders, namelijkâ€_Ã„Â¶.", ,7, ,6, ,5, ,7, ,3, ,1, ,,,,,,,, , , ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , ,6, , , , , ,,,,,,,, ,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , 
1757,1376,1,3022NL,4.453386714,51.9182926,,1994,,,,,5,,3,,"Groener worden en houd de stad goedkoop! Investeer in groen in de stad, leg de sgravendijkwal onder de grond en probeer niet ineens allemaal bakfietswijken op te zetten. Iedereen zou hier welkom moeten zijn, niet alleen de mensen met een dikke portemonnee en kindertjes.","Waarom moeten er meer vermogende huishoudens komen in bepaalde wijken van Rotterdam (nieuwe westen)? Als u echt een mooie demografische verdeling wilt, zet dan ook wat meer sociale huur neer in oostkralingen en hillegersberg. Wij zijn juist in een wijk gaan wonen met verschillende mensen die het misschien wel wat minder hebben dan wij, maar dat is juist wat het zo prettig maakt. Ik stap uit mijn witte hoogopgeleide bubbel waar ik normaal in verkeer op mijn werk, en als ik thuis ben leef ik echt onder de mensen, alle mensen, met beide benen op de grond.",25/01/2017 10:37,1,25/01/2017 11:30,"Meer cultuur en gezelligheid: bibliotheek, theater, horeca",,,,"Meer buitenruimte: parken, speelpleinen",,, ,,Ik ga bewust naar kleine winkels in de buurt,,,Ik maak/produceer zoveel mogelijk zelf en koop zo weinig mogelijk,,, , , ,Betaalde professionele verzorging thuis,,,,,,"Anders, namelijkâ€_Ã„Â¶", ,Woningen bereikbaar voor mensen met een kleine beurs,Duurzaam gebouwde woningen,,,Grotere woningen,,, ,6, ,5, ,2, , ,Empty,Vanuit huis,Op een vaste werkplek bij mijn werkgever,,,,,, ,2, ,4, ,Vrijwilligerswerk,Mijn gezin en vrienden,,,,,, ,,,Ik zoek een nieuwe vaste baan,,,Ik maak zo veel mogelijk zelf en ruil spullen met anderen,, ,Ik volg aanvullende opleidingen,,,,,,, ,1, ,1, ,,,,,,,, ,5, , , ,,,,,,,"Anders, namelijkâ€_Ã„Â¶",Geen kinderen. Laat ze lekker opgroeien op het platteland.,"Op een (sport-) club, in een vereniging etc.",,,,,,Op straat en in de buurt, ,2, ,5, ,,Meer leren en studeren,Meer tijd voor zingeving en religie,,"Meer creatieve activiteiten, zoals muziek, toneel of tekenen",,, ,1, ,4, ,7, ,3, ,1,Minder kinderen! ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,1605,1,3024CH,4.458597773,51.90533977,66,1951, , , , , , ,,1, , ,25/01/2017 11:33,0, ,,,,,,,, ,,,,,,,, , , ,,,,,,,, ,,,,,,,, , , , , , , , ,Empty,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,, ,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , 
1772,1695,1,3024SB,4.450622306,51.90676657,50,1967,4,2,1,5,5,3,3,1,De Rotterdamse samenleving en de arbeidsmarkt, ,25/01/2017 11:43,1,25/01/2017 12:58,,,,,,,"Anders, namelijkâ€_Ã„Â¶",wij hebben volgens mij al alle voorzieningen in de buurt,In grote supermarkten en winkelketens,Ik ga bewust naar kleine winkels in de buurt,,Ik bestel op internet en haal het op bij een ophaalpunt,,,, ,1, ,Betaalde professionele verzorging thuis,,,,Verhuizen naar een verzorgingstehuis,,, ,Woningen bereikbaar voor mensen met een kleine beurs,Duurzaam gebouwde woningen,Flexibele woningen die je beter kan aanpassen,,,,, ,2, ,5, ,3, ,1,Empty,Vanuit huis,,Bij verschillende werkgevers op locatie,,,,, ,1, ,4, ,,Mijn gezin en vrienden,,,,,Reizen en de wereld verkennen, ,"Ik ontvang dan een pensioen, uitkering of basisinkomen van de overheid",,Ik zoek een nieuwe vaste baan,,,,, ,,,,,"Learning by doing, ik leer het meest in de praktijk",,, ,3, ,2, ,Mijn pensioen,,,,,Vangnet voor als ik werkloos word,, ,1, ,1, ,Meer parken en speelpleintjes in de buurt,,,,,,, ,"Op een (sport-) club, in een vereniging etc.",,,,,,Op straat en in de buurt, ,1, ,4, ,Meer sport en bewegen,Meer leren en studeren,,Meer buiten spelen,,,, ,2, ,1, ,6,De ouders zijn hiervoor verantwoordelijk; instellingen als scholen en opvang helpen de ouders door de kinderen in de gaten te houden en aan te spreken als ze dingen doen die niet kunnen of mogen.,4, ,1,mee groeien en veranderen/inspelen op de nieuwe behoeftes,2, ,,,,,,Kinderen gaan gewoon nog naar school,, ,3, ,,Internationale oriâˆ_Â´ntatie en talenkennis,,Creativiteit en kritisch denken,,,, ,1, ,4, ,4, ,6, ,1, ,1, ,,Rotterdammer,,,,,, ,4, ,Cafâˆ_Â©'s en restaurants,,Openbare ruimtes zoals parken,,,,, ,,,,Vrijwilligers: buurtvaders en -moeders,Preventie: jeugdcoaches en voorlichting,,, ,Economie: langer blijven werken,,,,,Elkaar: zorg voor andere ouderen,, ,"Voor toeristen, die brengen geld in het laatje","Voor bedrijven, die zorgen voor werkgelegenheid",,,,,, ,1, ,1, ,4, ,1,meer samen doen door bv evenementen/activiteiten te organiseren die uitnodigend zijn voor alle Rotterdammers;,,,Alleen in bijzondere of ernstige gevallen,,,"Ja, voornamelijk via een online video-consult.",, ,,,,,"Ja, absoluut", ,,,Ik doe klusjes en boodschappen voor oudere buren,Ik doe vrijwilligerswerk bij een zorginstelling,,,, ,,,,,,,, ,Mijn familie,"Mijn huisarts, ziekenhuis",,,,Ikzelf,, ,Kinderen vroeg stimuleren om te sporten,,,Bedrijven laten medewerkers sporten onder werktijd,,,, ,4, ,2, ,4, ,1,veel voorlichting geven en gezond gedrag stimuleren door bv korting of spaarpunten,"Liever niets, ik gebruik mijn eigen spullen",,,,,,, ,,,,,Ik ga zelf energie opwekken met bijvoorbeeld zonnecellen,,"Maak niet uit, energie is dan schoon en gratis", ,2, ,3, ,,,,,Alleen nog duurzaam geproduceerde producten kopen,,, ,7,op de fiets ben ik altijd sneller op mijn werk en dagelijkse/wekelijkse bestemmingen.,2, ,,,,,,,"Anders, namelijkâ€_Ã„Â¶",lopen of mbv iets dat manueel of electrisch wordt aangedreven,Verbod op vervuilers als vrachtverkeer en cruiseschepen,Fietskilometervergoeding ipv autokilometervergoeding,,Overheid investeert in duurzame energie,,,, ,1,de kids voorlichten; alvast langzaam overstappen naar duurzame productie en tegelijkertijd de import en productie van massa zwaarder belasten;
1773,1328,1,3022DJ,4.453880062,51.92083234,45,1972, ,5,1, , , ,,1, , ,25/01/2017 11:45,1, ,"Meer cultuur en gezelligheid: bibliotheek, theater, horeca",,,,"Meer buitenruimte: parken, speelpleinen",,, ,,Ik ga bewust naar kleine winkels in de buurt,,,,,, ,1, ,,,,,,Met een groep zorg zelf inkopen en delen,, ,Woningen bereikbaar voor mensen met een kleine beurs,Duurzaam gebouwde woningen,,Meer variatie aan woningen door zelfbouw en minder regels,,,, ,5, ,4, ,1, ,1,Empty,,Op een vaste werkplek bij mijn werkgever,,,,,, ,1, ,1, ,,,,,,,, ,,,Ik zoek een nieuwe vaste baan,,,,, ,,,,,"Learning by doing, ik leer het meest in de praktijk",,, ,2, ,5, ,,,Mijn eigen werkplek,Mijn werktijden,Kinderopvang,,, ,1, ,1, ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , ,1, , , , , ,,,,,,,, ,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , 
1777,1382,2,3022NP,4.451585848,51.91997924,52,1965, ,5, , , , ,,2, , ,25/01/2017 12:14,0, ,"Meer cultuur en gezelligheid: bibliotheek, theater, horeca",,,,"Meer buitenruimte: parken, speelpleinen",,, ,In grote supermarkten en winkelketens,Ik ga bewust naar kleine winkels in de buurt,,,,Ik bestel direct bij de producent,, ,4, ,,,,,,Met een groep zorg zelf inkopen en delen,, ,,,,,,,, ,5, ,4, ,3, , ,Empty,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , ,1, , , , , ,,,,,,,, ,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , 
1785,1933,2,3028PG,4.426915908,51.91494655,32,1985, , , , , , ,,2, , ,25/01/2017 12:40,1,25/01/2017 12:43,,,,,,,, ,,,,,,,, , , ,,,,,,,, ,,,,,,,, , , , , , , , ,Empty,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , , , , , , , ,2, ,,,Er zijn online lesprogramma's,,,Kinderen gaan gewoon nog naar school,, ,2, ,Sociale competenties en vaardigheden,,Goed burgerschap,,,,, ,3, ,4, ,2, ,2, ,1, ,1,gelijke kansen. letten op het niveau van een kind,,,,,,,, , , ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,, ,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , 
